F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_55_456.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_55_456.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_55_456.jpg,0,0,0,3.14E-05
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_55_526.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_55_526.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_55_526.jpg,0,0,0,4.65E-05
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_55_602.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_55_602.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_55_602.jpg,0,0,0,6.51E-05
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_55_672.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_55_672.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_55_672.jpg,0,0,0,7.47E-06
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_55_747.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_55_747.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_55_747.jpg,0,0,0,9.90E-05
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_55_818.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_55_818.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_55_818.jpg,0,0,0,0.00011743
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_55_892.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_55_892.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_55_892.jpg,0,0,0,0.000133232
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_55_960.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_55_960.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_55_960.jpg,0,0,0,0.0001491
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_033.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_033.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_033.jpg,0,0,0,0.000171256
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_100.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_100.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_100.jpg,0,0,0,0.000171293
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_174.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_174.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_174.jpg,0,0,0,0.000263004
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_242.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_242.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_242.jpg,0,0,0,3.04E-05
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_311.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_311.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_311.jpg,0,0,0,5.44E-05
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_378.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_378.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_378.jpg,0,0,0,4.96E-05
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_450.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_450.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_450.jpg,0,0,0,1.74E-05
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_522.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_522.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_522.jpg,0,0,0,5.31E-06
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_594.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_594.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_594.jpg,0,0,0,9.46E-05
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_669.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_669.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_669.jpg,0,0,0,0.000107184
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_736.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_736.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_736.jpg,0,0.1595788,0,0.08344929
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_803.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_803.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_803.jpg,0,0.3347004,0,0.229692
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_870.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_870.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_870.jpg,0,0.3834618,0,0.5113311
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_56_943.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_56_943.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_56_943.jpg,0,0.1494069,0,0.7754664
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_013.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_013.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_013.jpg,0,0,0,0.7909509
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_079.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_079.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_079.jpg,0,0,0,0.7861776
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_151.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_151.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_151.jpg,0,0,0,0.7814326
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_224.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_224.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_224.jpg,0,0.0650914,0,0.8363822
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_299.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_299.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_299.jpg,0,0.3111941,0,0.9829321
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_366.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_366.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_366.jpg,0,0.4910942,0,1.306709
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_438.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_438.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_438.jpg,0,0.5509741,0,1.810854
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_509.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_509.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_509.jpg,0,0.3807995,0,2.144522
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_580.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_580.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_580.jpg,0,0.2923523,0,2.374015
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_650.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_650.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_650.jpg,0,0.4854995,0,2.693034
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_720.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_720.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_720.jpg,0,0.7142947,0,3.268092
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_789.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_789.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_789.jpg,0,0.8978054,0,3.851876
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_855.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_855.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_855.jpg,0,0.8890055,0,4.739778
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_926.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_926.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_926.jpg,0,0.7187762,0,5.277953
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_57_998.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_57_998.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_57_998.jpg,-0.009615385,0.7153676,0,5.86721
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_071.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_071.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_071.jpg,-0.009615385,0.843967,0,6.410989
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_145.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_145.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_145.jpg,-0.009615385,0.6032985,0,7.047482
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_218.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_218.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_218.jpg,-0.009615385,0.6707315,0,7.556668
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_288.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_288.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_288.jpg,-0.009615385,0.7542474,0,8.048561
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_361.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_361.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_361.jpg,-0.009615385,0.5143111,0,8.583458
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_436.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_436.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_436.jpg,-0.009615385,0.5036024,0,8.945955
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_509.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_509.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_509.jpg,-0.009615385,0.4629815,0,9.269054
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_575.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_575.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_575.jpg,-0.009615385,0.2184148,0,9.510515
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_643.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_643.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_643.jpg,-0.009615385,0.03629217,0,9.53848
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_711.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_711.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_711.jpg,-0.009615385,0,0,9.483838
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_784.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_784.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_784.jpg,-0.009615385,0,0,9.407614
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_856.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_856.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_856.jpg,-0.009615385,0.2373089,0,9.455585
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_926.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_926.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_926.jpg,-0.009615385,0.1116186,0,9.524786
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_58_994.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_58_994.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_58_994.jpg,-0.009615385,0,0,9.469199
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_064.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_064.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_064.jpg,-0.009615385,0.02221301,0,9.415671
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_132.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_132.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_132.jpg,-0.009615385,0.2476504,0,9.487145
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_200.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_200.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_200.jpg,-0.009615385,0.1060373,0,9.561193
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_272.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_272.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_272.jpg,-0.009615385,0,0,9.504237
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_344.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_344.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_344.jpg,-0.009615385,0.1193011,0,9.480908
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_411.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_411.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_411.jpg,-0.009615385,0.2570999,0,9.572367
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_484.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_484.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_484.jpg,-0.009615385,0.01902046,0,9.618352
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_554.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_554.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_554.jpg,-0.009615385,0,0,9.542566
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_621.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_621.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_621.jpg,-0.009615385,0.1639923,0,9.547321
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_689.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_689.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_689.jpg,-0.009615385,0.3477888,0,9.684871
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_757.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_757.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_757.jpg,-0.009615385,0.4684581,0,10.0524
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_825.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_825.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_825.jpg,-0.009615385,0.302215,0,10.25961
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_897.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_897.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_897.jpg,-0.009615385,0.04713314,0,10.32957
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_14_59_971.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_14_59_971.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_14_59_971.jpg,-0.009615385,0,0,10.27129
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_15_00_041.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_15_00_041.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_15_00_041.jpg,-0.009615385,0.2320235,0,10.3139
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_15_00_112.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_15_00_112.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_15_00_112.jpg,-0.009615385,0.04190261,0,10.36896
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_15_00_181.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_15_00_181.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_15_00_181.jpg,-0.009615385,0,0,10.30999
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_15_00_254.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_15_00_254.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_15_00_254.jpg,-0.009615385,0.09498109,0,10.25183
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_15_00_325.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_15_00_325.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_15_00_325.jpg,-0.009615385,0.05252828,0,10.2707
F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\center_2019_03_24_15_15_00_394.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\left_2019_03_24_15_15_00_394.jpg,F:\Development\CarND-Behavioral-Cloning-P3\data1\IMG\right_2019_03_24_15_15_00_394.jpg,-0.009615385,0,0,10.19262
